Flight Number,Actual,Prediction,Prediction Percentage,Date
4822,1,delayed,0.9972258,2024-05-16
4822,1,delayed,0.9970161,2024-05-18
4822,0,not delayed,0.048789777,2024-05-15
4822,1,delayed,0.95476514,2024-05-17
4822,1,delayed,0.99671084,2024-05-19
4823,0,not delayed,0.06828693,2024-05-15
4823,1,delayed,0.99456656,2024-05-19
4823,0,not delayed,0.04152972,2024-05-17
4823,0,not delayed,0.038192872,2024-05-16
4823,1,delayed,0.9966611,2024-05-18
4824,0,not delayed,0.06959352,2024-05-15
4824,0,not delayed,0.0404445,2024-05-19
4824,1,delayed,0.9967348,2024-05-18
4824,0,not delayed,0.046970043,2024-05-16
4824,0,not delayed,0.060864307,2024-05-17
4825,1,delayed,0.94573617,2024-05-17
4825,1,delayed,0.97669035,2024-05-16
4825,0,not delayed,0.052572165,2024-05-18
4825,0,not delayed,0.12350968,2024-05-15
4825,1,delayed,0.9950691,2024-05-19
4826,1,delayed,0.995069,2024-05-15
4826,1,delayed,0.9950162,2024-05-18
4826,1,delayed,0.9950691,2024-05-16
4826,1,not delayed,0.098719545,2024-05-19
4826,1,delayed,0.9928729,2024-05-17
4827,1,delayed,0.96774006,2024-05-15
4827,1,delayed,0.9967108,2024-05-18
4827,0,not delayed,0.039282843,2024-05-17
4827,0,not delayed,0.037198164,2024-05-16
4827,0,not delayed,0.043720707,2024-05-19
4828,0,not delayed,0.041907184,2024-05-17
4828,0,not delayed,0.043877352,2024-05-18
4828,0,not delayed,0.42727324,2024-05-19
4828,0,not delayed,0.0502533,2024-05-15
4828,1,not delayed,0.106161185,2024-05-16
4829,1,delayed,0.93947375,2024-05-17
4829,1,delayed,0.84747744,2024-05-19
4829,0,not delayed,0.040664054,2024-05-15
4829,0,not delayed,0.14731203,2024-05-18
4829,1,delayed,0.9972258,2024-05-16
483,1,delayed,0.9967925,2024-05-17
483,0,not delayed,0.04218771,2024-05-18
483,1,delayed,0.9870481,2024-05-16
483,1,delayed,0.9950691,2024-05-15
483,1,delayed,0.9943313,2024-05-19
4830,1,delayed,0.9331665,2024-05-15
4830,1,delayed,0.99701166,2024-05-19
4830,1,delayed,0.9972222,2024-05-17
4830,0,not delayed,0.041126046,2024-05-16
4830,0,not delayed,0.07649307,2024-05-18
4831,0,not delayed,0.083022006,2024-05-18
4831,1,delayed,0.99671084,2024-05-15
4831,0,not delayed,0.04025359,2024-05-17
4831,1,delayed,0.9950691,2024-05-19
4831,1,delayed,0.9922274,2024-05-16
4832,0,not delayed,0.045494147,2024-05-18
4832,1,delayed,0.9967926,2024-05-19
4832,1,delayed,0.9950305,2024-05-16
4832,0,not delayed,0.03708847,2024-05-15
4832,1,delayed,0.9950645,2024-05-17
4833,0,not delayed,0.044149987,2024-05-17
4833,1,delayed,0.9967907,2024-05-19
4833,0,not delayed,0.052695986,2024-05-18
4833,0,not delayed,0.03944739,2024-05-15
4833,1,delayed,0.99266434,2024-05-16
4834,1,not delayed,0.15123957,2024-05-15
4834,1,delayed,0.9967926,2024-05-19
4834,1,delayed,0.993993,2024-05-16
4834,1,delayed,0.9958769,2024-05-18
4834,0,not delayed,0.04319979,2024-05-17
4835,1,delayed,0.99670994,2024-05-16
4835,1,delayed,0.9969966,2024-05-17
4835,1,delayed,0.99671084,2024-05-15
4835,1,delayed,0.99721146,2024-05-19
4835,0,not delayed,0.06506156,2024-05-18
4836,1,delayed,0.9967698,2024-05-19
4836,1,delayed,0.9971695,2024-05-16
4836,1,delayed,0.9962985,2024-05-18
4836,0,not delayed,0.27617642,2024-05-15
4836,0,not delayed,0.039127644,2024-05-17
4837,1,delayed,0.9972258,2024-05-19
4837,1,delayed,0.9950592,2024-05-15
4837,1,not delayed,0.4081779,2024-05-16
4837,1,delayed,0.9191106,2024-05-17
4837,1,delayed,0.9950691,2024-05-18
4838,0,not delayed,0.052037343,2024-05-19
4838,1,delayed,0.9950636,2024-05-16
4838,0,not delayed,0.039805584,2024-05-18
4838,0,not delayed,0.043643814,2024-05-15
4838,0,not delayed,0.038629573,2024-05-17
4839,1,delayed,0.944636,2024-05-18
4839,0,not delayed,0.048423592,2024-05-16
4839,0,not delayed,0.037177797,2024-05-17
4839,0,not delayed,0.041118313,2024-05-19
4839,1,delayed,0.99045944,2024-05-15
484,0,not delayed,0.039687734,2024-05-18
484,1,delayed,0.99410045,2024-05-15
484,1,delayed,0.9938798,2024-05-19
484,1,delayed,0.99451476,2024-05-17
484,1,delayed,0.9972173,2024-05-16
4840,1,delayed,0.9937761,2024-05-17
4840,0,not delayed,0.045330074,2024-05-16
4840,1,delayed,0.99668217,2024-05-19
4840,0,not delayed,0.045008346,2024-05-15
4840,1,delayed,0.9146176,2024-05-18
4841,1,delayed,0.99291486,2024-05-16
4841,0,not delayed,0.041473497,2024-05-17
4841,0,not delayed,0.040228598,2024-05-19
4841,0,not delayed,0.047193173,2024-05-18
4841,0,not delayed,0.06080831,2024-05-15
4842,0,not delayed,0.03956769,2024-05-19
4842,0,not delayed,0.048523087,2024-05-17
4842,0,not delayed,0.044259552,2024-05-15
4842,1,delayed,0.9959016,2024-05-16
4842,1,delayed,0.9764581,2024-05-18
4843,0,not delayed,0.059750196,2024-05-19
4843,1,delayed,0.9967058,2024-05-18
4843,0,not delayed,0.037805237,2024-05-17
4843,1,delayed,0.9943064,2024-05-15
4843,1,delayed,0.995069,2024-05-16
4844,0,not delayed,0.05785299,2024-05-15
4844,0,not delayed,0.16977222,2024-05-19
4844,0,not delayed,0.047807332,2024-05-17
4844,0,not delayed,0.064306125,2024-05-18
4844,0,not delayed,0.039406177,2024-05-16
4845,1,delayed,0.9967918,2024-05-18
4845,1,delayed,0.99506885,2024-05-15
4845,0,not delayed,0.062970385,2024-05-19
4845,0,not delayed,0.06811432,2024-05-16
4845,1,delayed,0.99721676,2024-05-17
4846,1,delayed,0.9967013,2024-05-16
4846,0,not delayed,0.10466934,2024-05-18
4846,0,not delayed,0.041472945,2024-05-15
4846,0,not delayed,0.11110176,2024-05-19
4846,0,not delayed,0.05073212,2024-05-17
4847,0,not delayed,0.15382235,2024-05-17
4847,1,delayed,0.90574735,2024-05-15
4847,0,not delayed,0.31138116,2024-05-18
4847,0,not delayed,0.04603612,2024-05-16
4847,0,not delayed,0.16128244,2024-05-19
4848,1,delayed,0.85858446,2024-05-17
4848,1,delayed,0.9938648,2024-05-15
4848,1,not delayed,0.49633664,2024-05-16
4848,0,not delayed,0.0417562,2024-05-18
4848,1,delayed,0.961945,2024-05-19
4849,0,not delayed,0.043579932,2024-05-19
4849,0,not delayed,0.03611471,2024-05-18
4849,0,not delayed,0.038985018,2024-05-16
4849,0,not delayed,0.044994023,2024-05-15
4849,0,not delayed,0.036931966,2024-05-17
485,1,not delayed,0.24334076,2024-05-17
485,1,delayed,0.97534937,2024-05-18
485,0,not delayed,0.044827655,2024-05-16
485,1,delayed,0.9950709,2024-05-15
485,0,not delayed,0.2109461,2024-05-19
4850,1,delayed,0.9950691,2024-05-15
4850,0,not delayed,0.049163632,2024-05-16
4850,0,not delayed,0.041360714,2024-05-19
4850,1,delayed,0.9962635,2024-05-18
4850,0,not delayed,0.03798968,2024-05-17
4851,0,not delayed,0.055433262,2024-05-16
4851,0,not delayed,0.048852686,2024-05-18
4851,1,delayed,0.99671084,2024-05-19
4851,0,not delayed,0.05260114,2024-05-15
4851,1,delayed,0.99465114,2024-05-17
4852,1,delayed,0.96253,2024-05-16
4852,0,not delayed,0.043331437,2024-05-15
4852,1,not delayed,0.038256455,2024-05-18
4852,1,delayed,0.9950691,2024-05-17
4852,0,not delayed,0.041974477,2024-05-19
4853,1,delayed,0.9949819,2024-05-19
4853,1,delayed,0.99506885,2024-05-18
4853,1,delayed,0.673953,2024-05-16
4853,0,not delayed,0.05493713,2024-05-15
4853,0,not delayed,0.061943557,2024-05-17
4854,0,not delayed,0.039867707,2024-05-18
4854,1,delayed,0.99496233,2024-05-19
4854,0,not delayed,0.19978766,2024-05-16
4854,0,not delayed,0.062675655,2024-05-15
4854,0,not delayed,0.041510656,2024-05-17
4855,0,not delayed,0.04044873,2024-05-18
4855,0,not delayed,0.042012338,2024-05-15
4855,1,delayed,0.5986446,2024-05-17
4855,0,not delayed,0.18949069,2024-05-16
4855,0,not delayed,0.050824113,2024-05-19
4856,0,not delayed,0.12206347,2024-05-17
4856,0,not delayed,0.06642319,2024-05-16
4856,1,delayed,0.86741084,2024-05-15
4856,1,delayed,0.995069,2024-05-18
4856,1,delayed,0.9950691,2024-05-19
4857,0,not delayed,0.10501735,2024-05-18
4857,0,not delayed,0.075755015,2024-05-15
4857,0,not delayed,0.11286243,2024-05-16
4857,0,not delayed,0.04541151,2024-05-17
4857,0,not delayed,0.041713834,2024-05-19
4858,0,not delayed,0.04260714,2024-05-17
4858,0,not delayed,0.040273394,2024-05-19
4858,0,not delayed,0.0383223,2024-05-18
4858,1,delayed,0.9966158,2024-05-16
4858,0,not delayed,0.044290524,2024-05-15
4859,0,not delayed,0.0473728,2024-05-18
4859,1,delayed,0.9962933,2024-05-17
4859,1,delayed,0.99528736,2024-05-15
4859,0,not delayed,0.06526069,2024-05-19
4859,0,not delayed,0.06658163,2024-05-16
486,1,delayed,0.9347127,2024-05-18
486,0,not delayed,0.038018454,2024-05-19
486,0,not delayed,0.04263965,2024-05-17
486,0,not delayed,0.04074438,2024-05-15
486,1,delayed,0.9967108,2024-05-16
4860,0,not delayed,0.04571803,2024-05-19
4860,0,not delayed,0.03912458,2024-05-15
4860,0,not delayed,0.038363863,2024-05-17
4860,1,not delayed,0.03910801,2024-05-18
4860,0,not delayed,0.039208397,2024-05-16
4861,0,not delayed,0.03906433,2024-05-18
4861,1,delayed,0.99678767,2024-05-16
4861,0,not delayed,0.038679678,2024-05-19
4862,0,not delayed,0.03847401,2024-05-17
4862,0,not delayed,0.04304081,2024-05-18
4862,1,delayed,0.9967924,2024-05-19
4862,0,not delayed,0.039848823,2024-05-15
4862,0,not delayed,0.05760991,2024-05-16
4863,1,delayed,0.9967925,2024-05-16
4863,0,not delayed,0.03858623,2024-05-19
4863,0,not delayed,0.040122196,2024-05-18
4863,1,delayed,0.9967911,2024-05-17
4863,0,not delayed,0.042470593,2024-05-15
4864,0,not delayed,0.03857403,2024-05-16
4864,1,delayed,0.9967111,2024-05-18
4864,0,not delayed,0.038772695,2024-05-15
4864,1,delayed,0.99675333,2024-05-19
4864,1,delayed,0.9967122,2024-05-17
4865,1,delayed,0.9967926,2024-05-15
4865,0,not delayed,0.038229883,2024-05-16
4865,0,not delayed,0.06072122,2024-05-18
4865,0,not delayed,0.03865721,2024-05-19
4865,0,not delayed,0.043710634,2024-05-17
4866,1,delayed,0.8020197,2024-05-16
4866,0,not delayed,0.23424771,2024-05-18
4866,0,not delayed,0.06290496,2024-05-15
4867,1,delayed,0.99679255,2024-05-15
4867,0,not delayed,0.039278306,2024-05-19
4867,0,not delayed,0.039463952,2024-05-18
4867,0,not delayed,0.038804557,2024-05-16
4867,1,not delayed,0.3669752,2024-05-17
4868,1,delayed,0.9946347,2024-05-15
4868,1,delayed,0.9967926,2024-05-17
4868,1,not delayed,0.3412812,2024-05-16
4868,1,delayed,0.99679214,2024-05-18
4869,1,delayed,0.9909829,2024-05-18
4869,0,not delayed,0.040504795,2024-05-15
4869,0,not delayed,0.039171264,2024-05-19
4869,1,delayed,0.9967046,2024-05-16
4869,0,not delayed,0.041578744,2024-05-17
487,0,not delayed,0.050191082,2024-05-19
487,1,delayed,0.9915398,2024-05-15
487,1,not delayed,0.0464674,2024-05-16
487,1,delayed,0.9944833,2024-05-17
487,0,not delayed,0.046787493,2024-05-18
4870,1,delayed,0.99506897,2024-05-17
4870,0,not delayed,0.03677839,2024-05-19
4870,0,not delayed,0.042511705,2024-05-16
4870,1,delayed,0.9971634,2024-05-18
4870,1,delayed,0.9950221,2024-05-15
4871,1,delayed,0.99154437,2024-05-19
4871,1,delayed,0.9232462,2024-05-16
4871,1,delayed,0.9949387,2024-05-17
4871,0,not delayed,0.040356204,2024-05-15
4871,1,delayed,0.97209233,2024-05-18
4872,1,delayed,0.9950691,2024-05-16
4872,0,not delayed,0.0406805,2024-05-17
4872,0,not delayed,0.0450841,2024-05-19
4872,0,delayed,0.7461491,2024-05-15
4872,0,not delayed,0.04944778,2024-05-18
4873,0,not delayed,0.053096507,2024-05-16
4873,1,delayed,0.99717647,2024-05-18
4873,1,delayed,0.9951046,2024-05-15
4873,1,delayed,0.9971873,2024-05-17
4873,0,not delayed,0.0403163,2024-05-19
4874,1,delayed,0.99504036,2024-05-17
4874,0,not delayed,0.08340907,2024-05-16
4874,0,not delayed,0.03691839,2024-05-19
4874,0,not delayed,0.0413442,2024-05-15
4874,0,not delayed,0.03887726,2024-05-18
4875,0,not delayed,0.04020521,2024-05-18
4875,0,delayed,0.5286943,2024-05-16
4875,0,not delayed,0.053927578,2024-05-17
4875,0,delayed,0.89679694,2024-05-15
4875,0,not delayed,0.04580829,2024-05-19
4876,0,not delayed,0.24785851,2024-05-15
4876,0,not delayed,0.036683213,2024-05-17
4876,1,delayed,0.9972258,2024-05-18
4876,0,not delayed,0.052145652,2024-05-19
4876,0,not delayed,0.03829264,2024-05-16
4877,0,not delayed,0.09683871,2024-05-16
4877,0,not delayed,0.05285595,2024-05-15
4877,1,delayed,0.9950691,2024-05-19
4877,1,not delayed,0.27949303,2024-05-18
4877,1,delayed,0.9967926,2024-05-17
4878,0,not delayed,0.036710575,2024-05-16
4878,0,not delayed,0.04046167,2024-05-17
4878,1,delayed,0.9852245,2024-05-18
4878,0,not delayed,0.037929635,2024-05-15
4878,1,delayed,0.9972258,2024-05-19
4879,0,not delayed,0.038098812,2024-05-16
4879,1,delayed,0.9967926,2024-05-18
4879,1,delayed,0.9972257,2024-05-19
4879,0,not delayed,0.039888326,2024-05-15
4879,0,not delayed,0.08488936,2024-05-17
488,0,delayed,0.6947297,2024-05-15
488,0,not delayed,0.04198055,2024-05-16
488,0,not delayed,0.041464943,2024-05-17
488,0,not delayed,0.047046367,2024-05-19
488,1,delayed,0.99659127,2024-05-18
4880,0,not delayed,0.04139227,2024-05-15
4880,0,not delayed,0.18369412,2024-05-16
4880,0,not delayed,0.05095589,2024-05-18
4880,1,delayed,0.9967925,2024-05-17
4880,0,not delayed,0.040231306,2024-05-19
4881,1,delayed,0.9950691,2024-05-19
4881,1,delayed,0.9947516,2024-05-15
4881,1,delayed,0.99627894,2024-05-17
4881,0,not delayed,0.054634884,2024-05-16
4881,0,not delayed,0.037669145,2024-05-18
4882,0,not delayed,0.30979726,2024-05-17
4882,1,delayed,0.74448425,2024-05-15
4882,0,not delayed,0.19459866,2024-05-16
4882,1,delayed,0.96851677,2024-05-18
4882,0,not delayed,0.036849413,2024-05-19
4883,0,not delayed,0.052391462,2024-05-17
4883,0,not delayed,0.0425657,2024-05-18
4883,0,not delayed,0.11760969,2024-05-19
4883,0,not delayed,0.039736025,2024-05-16
4883,0,not delayed,0.03658175,2024-05-15
4884,0,not delayed,0.046656597,2024-05-18
4884,1,delayed,0.9950691,2024-05-16
4884,1,delayed,0.9950691,2024-05-15
4884,0,not delayed,0.04207589,2024-05-17
4884,1,delayed,0.9967857,2024-05-19
4885,1,delayed,0.99679226,2024-05-16
4885,0,not delayed,0.0476381,2024-05-15
4885,0,not delayed,0.060642395,2024-05-17
4885,1,delayed,0.99676967,2024-05-19
4885,1,delayed,0.99671084,2024-05-18
4886,0,not delayed,0.037759613,2024-05-18
4886,0,not delayed,0.038184825,2024-05-17
4886,0,not delayed,0.036973305,2024-05-16
4886,0,not delayed,0.039253853,2024-05-19
4886,1,delayed,0.9398267,2024-05-15
4887,1,delayed,0.99506736,2024-05-18
4887,1,delayed,0.99502134,2024-05-15
4887,1,delayed,0.9967926,2024-05-19
4887,1,delayed,0.9950691,2024-05-16
4887,1,delayed,0.9950691,2024-05-17
4888,1,delayed,0.9965576,2024-05-17
4888,0,not delayed,0.04117945,2024-05-18
4888,0,delayed,0.55119133,2024-05-15
4888,0,not delayed,0.040825427,2024-05-19
4888,0,not delayed,0.045934506,2024-05-16
4889,0,not delayed,0.047511693,2024-05-16
4889,1,delayed,0.99696726,2024-05-15
4889,1,not delayed,0.18592335,2024-05-17
4889,0,not delayed,0.03671301,2024-05-19
4889,1,delayed,0.95713896,2024-05-18
489,0,not delayed,0.041936483,2024-05-17
489,1,delayed,0.997224,2024-05-18
489,1,delayed,0.99671084,2024-05-15
489,0,not delayed,0.04401252,2024-05-19
489,0,not delayed,0.046502165,2024-05-16
4890,1,not delayed,0.045321453,2024-05-16
4890,0,not delayed,0.052399874,2024-05-18
4890,0,not delayed,0.03675759,2024-05-15
4890,1,delayed,0.9936627,2024-05-19
4890,0,not delayed,0.47592357,2024-05-17
4891,1,delayed,0.90991855,2024-05-19
4891,0,not delayed,0.04207419,2024-05-16
4891,1,delayed,0.88230705,2024-05-15
4891,0,not delayed,0.036590464,2024-05-17
4891,1,delayed,0.9950691,2024-05-18
4892,0,not delayed,0.19598119,2024-05-15
4892,1,delayed,0.9967926,2024-05-19
4892,0,not delayed,0.11124402,2024-05-17
4892,0,not delayed,0.04469342,2024-05-18
4892,1,delayed,0.99722105,2024-05-16
4893,1,delayed,0.9950691,2024-05-15
4893,1,delayed,0.9967926,2024-05-19
4893,1,delayed,0.99332213,2024-05-18
4893,0,delayed,0.66090065,2024-05-17
4893,0,not delayed,0.037213508,2024-05-16
4894,0,not delayed,0.037216052,2024-05-18
4894,1,delayed,0.9972258,2024-05-17
4894,1,not delayed,0.25960815,2024-05-15
4894,0,not delayed,0.042110555,2024-05-19
4894,0,not delayed,0.04516931,2024-05-16
4895,1,delayed,0.9950691,2024-05-16
4895,0,not delayed,0.03694889,2024-05-15
4895,1,delayed,0.9967926,2024-05-18
4895,0,not delayed,0.07090342,2024-05-19
4895,0,not delayed,0.047008052,2024-05-17
4896,0,not delayed,0.03656557,2024-05-17
4896,1,delayed,0.9950691,2024-05-19
4896,1,delayed,0.99722433,2024-05-18
4896,0,not delayed,0.03641793,2024-05-16
4896,0,not delayed,0.047670525,2024-05-15
4897,0,not delayed,0.068965465,2024-05-16
4897,1,delayed,0.9972258,2024-05-18
4897,0,not delayed,0.03837987,2024-05-19
4897,1,delayed,0.9972258,2024-05-15
4897,1,delayed,0.99719125,2024-05-17
4898,0,not delayed,0.040367987,2024-05-15
4898,1,delayed,0.95093894,2024-05-18
4898,0,not delayed,0.05335996,2024-05-17
4898,1,delayed,0.85176885,2024-05-19
4898,0,not delayed,0.039682873,2024-05-16
4899,1,delayed,0.9972258,2024-05-18
4899,1,delayed,0.98474765,2024-05-15
4899,1,delayed,0.99663484,2024-05-19
4899,0,not delayed,0.03655012,2024-05-16
4899,1,delayed,0.99655145,2024-05-17
49,1,delayed,0.9950691,2024-05-15
49,0,not delayed,0.042416774,2024-05-17
49,1,delayed,0.996541,2024-05-18
49,1,delayed,0.99516433,2024-05-19
49,1,delayed,0.9351218,2024-05-16
490,1,delayed,0.99722564,2024-05-18
490,1,delayed,0.92837006,2024-05-16
490,0,not delayed,0.089289464,2024-05-19
490,0,not delayed,0.1580587,2024-05-15
490,1,delayed,0.9950691,2024-05-17
4900,0,not delayed,0.040568393,2024-05-18
4900,0,not delayed,0.13938549,2024-05-15
4900,1,delayed,0.99506897,2024-05-17
4900,0,not delayed,0.038057853,2024-05-16
4900,0,not delayed,0.040478673,2024-05-19
4901,0,not delayed,0.03817921,2024-05-19
4901,0,not delayed,0.040316332,2024-05-18
4901,0,not delayed,0.0371768,2024-05-17
4901,1,delayed,0.9958182,2024-05-16
4901,0,not delayed,0.03641219,2024-05-15
4902,0,not delayed,0.04265802,2024-05-15
4902,1,delayed,0.9950529,2024-05-19
4902,0,not delayed,0.037738413,2024-05-17
4902,1,delayed,0.9971358,2024-05-18
4902,0,not delayed,0.17532569,2024-05-16
4903,0,not delayed,0.056017555,2024-05-17
4903,1,delayed,0.9972243,2024-05-19
4903,1,delayed,0.9967926,2024-05-15
4903,0,not delayed,0.038368966,2024-05-18
4903,1,delayed,0.9972258,2024-05-16
4904,0,not delayed,0.047010932,2024-05-18
4904,0,not delayed,0.044265795,2024-05-15
4904,1,delayed,0.9954191,2024-05-19
4904,0,not delayed,0.043268647,2024-05-16
4904,1,delayed,0.99506557,2024-05-17
4905,1,delayed,0.9972258,2024-05-19
4905,0,not delayed,0.037439562,2024-05-17
4905,1,not delayed,0.371475,2024-05-18
4905,1,delayed,0.9967926,2024-05-15
4905,1,delayed,0.9948884,2024-05-16
4906,1,delayed,0.9069612,2024-05-16
4906,1,not delayed,0.19750538,2024-05-18
4906,0,not delayed,0.0393774,2024-05-17
4906,0,not delayed,0.053297948,2024-05-15
4906,0,not delayed,0.07137048,2024-05-19
4907,1,delayed,0.9950691,2024-05-15
4907,0,not delayed,0.04044973,2024-05-16
4907,0,not delayed,0.046274513,2024-05-18
4907,1,not delayed,0.25188294,2024-05-19
4907,1,delayed,0.99678105,2024-05-17
4908,1,delayed,0.9950242,2024-05-17
4908,1,delayed,0.9913217,2024-05-15
4908,1,delayed,0.99679023,2024-05-19
4908,0,not delayed,0.047325388,2024-05-16
4908,1,delayed,0.9959707,2024-05-18
4909,0,not delayed,0.036369063,2024-05-19
4909,0,not delayed,0.037135907,2024-05-18
4909,1,delayed,0.9967926,2024-05-16
4909,1,delayed,0.9950691,2024-05-15
4909,1,delayed,0.72693324,2024-05-17
491,0,not delayed,0.039229643,2024-05-16
491,0,not delayed,0.057554506,2024-05-17
491,0,not delayed,0.30922872,2024-05-19
491,0,not delayed,0.039823037,2024-05-15
491,0,not delayed,0.046078388,2024-05-18
4910,0,not delayed,0.04010089,2024-05-19
4910,0,not delayed,0.040945385,2024-05-17
4910,0,not delayed,0.041194607,2024-05-15
4910,0,not delayed,0.038215373,2024-05-16
4910,0,not delayed,0.036313955,2024-05-18
4911,0,not delayed,0.040949337,2024-05-17
4911,1,delayed,0.9950691,2024-05-15
4911,1,not delayed,0.041033406,2024-05-18
4911,0,not delayed,0.043439366,2024-05-19
4911,0,not delayed,0.04074808,2024-05-16
4912,1,delayed,0.995069,2024-05-15
4912,1,delayed,0.9972258,2024-05-17
4912,1,delayed,0.92891884,2024-05-19
4912,0,not delayed,0.03629297,2024-05-18
4912,0,not delayed,0.09816596,2024-05-16
4913,0,not delayed,0.041140568,2024-05-15
4913,1,delayed,0.9893792,2024-05-19
4913,0,not delayed,0.3207297,2024-05-16
4913,1,delayed,0.9950638,2024-05-18
4913,0,not delayed,0.047023464,2024-05-17
4914,1,delayed,0.9972249,2024-05-17
4914,1,delayed,0.9950691,2024-05-19
4914,1,delayed,0.9950909,2024-05-15
4914,0,not delayed,0.057453174,2024-05-18
4914,1,delayed,0.9972258,2024-05-16
4915,1,delayed,0.9967911,2024-05-16
4915,1,delayed,0.99652565,2024-05-17
4915,0,not delayed,0.04114704,2024-05-15
4915,1,delayed,0.9950678,2024-05-19
4915,1,delayed,0.99503833,2024-05-18
4916,0,not delayed,0.044044543,2024-05-19
4916,1,delayed,0.91600466,2024-05-15
4916,1,delayed,0.98507994,2024-05-16
4916,0,not delayed,0.03927723,2024-05-18
4916,1,delayed,0.99674934,2024-05-17
4917,0,not delayed,0.04331996,2024-05-15
4917,1,delayed,0.9967926,2024-05-16
4917,0,not delayed,0.04353681,2024-05-18
4917,1,delayed,0.996651,2024-05-17
4917,0,not delayed,0.0410584,2024-05-19
4918,0,not delayed,0.059704997,2024-05-17
4918,1,delayed,0.9972258,2024-05-19
4918,1,delayed,0.9972258,2024-05-16
4918,0,not delayed,0.04722481,2024-05-18
4918,0,not delayed,0.038263664,2024-05-15
